state,district,latitude,longitude,date,rainfall_mm,river_level_mm
Uttar Pradesh,Muzaffarpur,25.3867,80.9519,05-10-2024,0.8,4035
Bihar,Muzaffarpur,24.5409,86.0103,12-10-2024,16.0,4145
Bihar,Lucknow,25.2814,84.8086,10-10-2024,18.3,4001
Maharashtra,Belagavi,19.9327,76.306,27-10-2024,28.7,3675
Bihar,Howrah,25.5655,85.8438,29-07-2024,63.9,4538
Odisha,Ujjain,21.2647,83.6408,18-10-2024,15.5,3883
Kerala,Varanasi,8.7683,76.066,11-07-2024,64.4,4474
Odisha,Patna,19.8856,84.7533,10-10-2024,14.5,3626
Karnataka,Varanasi,14.078,75.5428,06-10-2024,0.0,3132
Karnataka,Udaipur,14.167,75.129,31-10-2024,17.6,3385
Kerala,Udaipur,9.7452,75.8206,05-10-2024,31.6,3848
Uttar Pradesh,Siliguri,25.9145,81.2968,20-11-2024,0.0,3852
Karnataka,Muzaffarpur,16.2825,77.1502,18-08-2024,12.3,3639
Karnataka,Udaipur,14.4847,76.8235,30-10-2024,0.0,3493
Bihar,Lucknow,24.6015,84.4669,04-07-2024,51.0,4870
Karnataka,Nashik,14.2496,74.9436,15-07-2024,30.8,3851
Maharashtra,Ajmer,18.9584,75.0001,20-11-2024,8.3,3709
Tamil Nadu,Howrah,12.5323,78.0598,10-08-2024,88.4,4130
Karnataka,Madurai,13.8376,75.1796,19-11-2024,42.6,3618
Odisha,Gwalior,19.5701,84.5295,08-07-2024,75.2,4403
Kerala,Jaipur,11.3385,76.191,02-07-2024,64.6,4005
Gujarat,Durgapur,21.2945,71.6412,03-09-2024,83.5,3825
Assam,Jabalpur,24.7605,93.0036,18-06-2024,19.4,4084
West Bengal,Hyderabad,21.8811,87.1464,27-11-2024,18.0,4238
West Bengal,Chennai,23.606,88.3484,05-08-2024,34.0,3636
Odisha,Mangaluru,21.1444,84.3753,25-06-2024,55.1,4405
West Bengal,Agra,23.3531,87.4116,18-09-2024,27.6,3980
Uttar Pradesh,Jaipur,28.2899,81.7268,11-08-2024,48.7,4220
Gujarat,Patna,22.3513,71.4991,22-06-2024,68.1,4345
Odisha,Howrah,19.9365,84.0547,16-11-2024,13.4,3919
Maharashtra,Udaipur,20.8818,75.7512,15-10-2024,9.5,3468
Odisha,Warangal,19.9715,85.329,04-08-2024,33.5,4526
Kerala,Kolkata,10.355,77.7287,28-10-2024,17.6,3904
Maharashtra,Nagpur,19.2967,74.4847,24-08-2024,0.0,3724
Kerala,Bengaluru,10.1884,76.7146,24-08-2024,91.7,5192
Tamil Nadu,Varanasi,12.3172,77.31,31-07-2024,50.9,3995
Maharashtra,Ujjain,20.0002,76.8525,27-10-2024,0.0,3485
Bihar,Warangal,25.315,85.5145,15-10-2024,0.0,3616
Maharashtra,Siliguri,20.4907,74.351,23-09-2024,67.4,3788
Assam,Aurangabad,25.4862,93.1909,08-09-2024,56.7,4478
Gujarat,Jaipur,22.4201,70.2013,08-11-2024,36.5,3867
Tamil Nadu,Muzaffarpur,10.5623,79.8974,27-08-2024,86.9,3665
Assam,Varanasi,26.8948,90.5635,15-07-2024,35.3,4320
Gujarat,Madurai,21.546,71.2007,20-09-2024,20.4,3798
Karnataka,Warangal,16.3115,74.3595,07-10-2024,12.8,3235
Bihar,Kolkata,25.6565,84.8409,30-09-2024,107.9,5202
Uttar Pradesh,Mumbai,27.908,80.3786,03-10-2024,15.0,4002
Karnataka,Bhopal,14.5722,74.4007,21-09-2024,98.3,4849
Bihar,Udaipur,26.9725,86.317,27-06-2024,79.0,4098
Maharashtra,Mumbai,19.7835,75.9437,03-08-2024,21.0,3625
West Bengal,Ujjain,23.1773,88.3142,03-08-2024,74.7,4865
Odisha,Jaipur,20.868,84.2809,23-10-2024,28.9,3737
Bihar,Jaipur,25.143,84.1323,22-08-2024,123.5,5758
Assam,Kota,27.1602,92.0228,04-09-2024,80.0,4698
West Bengal,Howrah,22.7407,87.409,17-10-2024,0.0,3900
Odisha,Varanasi,20.8322,83.2532,11-11-2024,2.3,3559
Uttar Pradesh,Mangaluru,26.0007,82.2448,19-09-2024,86.9,4670
West Bengal,Kanpur,21.1484,88.6093,20-07-2024,58.9,4575
Maharashtra,Chennai,18.6429,75.2536,09-10-2024,18.5,3570
Bihar,Pune,26.7292,84.4,21-10-2024,11.5,3790
Assam,Ajmer,27.0834,92.8328,18-08-2024,63.5,4383
Bihar,Bhopal,24.6062,85.3169,03-07-2024,0.0,4218
Kerala,Kota,8.6293,77.4617,09-10-2024,19.9,3731
Tamil Nadu,Jabalpur,9.7615,79.077,14-09-2024,72.5,4154
Karnataka,Belagavi,16.1411,75.0902,18-11-2024,9.0,3369
Bihar,Indore,25.3742,83.9632,20-06-2024,60.5,4330
Assam,Karimnagar,24.7687,91.9437,01-06-2024,8.1,3998
Odisha,Nagpur,22.2058,83.3442,08-10-2024,9.8,3845
Bihar,Jaipur,26.792,84.2129,16-08-2024,0.0,3689
Tamil Nadu,Ajmer,10.9901,79.4178,18-11-2024,18.6,3330
Kerala,Mangaluru,8.8128,75.8391,31-07-2024,104.2,5031
Tamil Nadu,Mumbai,11.8908,77.2668,04-10-2024,0.0,3352
Assam,Nagpur,24.7119,90.6138,02-08-2024,0.3,3826
Kerala,Aurangabad,8.9215,76.6618,15-06-2024,134.0,5215
Odisha,Ajmer,20.7341,85.1772,26-07-2024,46.2,4360
Kerala,Kanpur,8.7465,77.9526,25-08-2024,71.0,3913
Kerala,Varanasi,10.3522,76.9002,21-06-2024,76.4,4143
Kerala,Pune,8.7067,75.0579,18-09-2024,85.7,5000
Bihar,Bhagalpur,25.1818,86.4727,17-11-2024,0.2,3861
Tamil Nadu,Nizamabad,12.0642,79.3849,19-07-2024,47.7,3482
Odisha,Durgapur,19.7097,85.4642,19-09-2024,51.8,4143
Kerala,Coimbatore,9.8894,75.3367,09-06-2024,54.0,4188
Maharashtra,Jaipur,20.4354,75.0995,02-10-2024,29.5,3687
West Bengal,Nashik,21.8542,88.9515,20-09-2024,17.8,3591
Tamil Nadu,Hyderabad,11.3569,79.8371,04-11-2024,43.3,3478
Bihar,Warangal,25.0226,85.4989,16-10-2024,15.5,3867
Kerala,Udaipur,9.8228,75.3222,03-10-2024,0.0,3782
Uttar Pradesh,Mysuru,28.0439,81.6792,11-07-2024,41.7,4205
Kerala,Belagavi,11.1963,76.1558,31-08-2024,73.5,4377
Assam,Kolkata,25.9891,91.7945,26-10-2024,0.5,3944
Bihar,Jaipur,24.5768,86.3006,01-08-2024,71.5,4647
Uttar Pradesh,Bhopal,27.7247,79.8776,02-11-2024,0.0,3896
Assam,Hyderabad,26.54,91.1722,27-08-2024,135.2,5179
Gujarat,Ajmer,21.0874,69.7074,13-11-2024,22.8,3571
Bihar,Madurai,27.3895,84.5704,30-08-2024,87.9,5011
Bihar,Asansol,26.2741,85.6605,12-08-2024,34.1,4119
Karnataka,Howrah,16.1391,75.1171,01-09-2024,97.1,5194
Karnataka,Belagavi,16.0237,76.1041,26-10-2024,13.8,3406
Bihar,Lucknow,24.731,85.5148,13-09-2024,8.9,4246
West Bengal,Jabalpur,22.6467,86.9645,03-11-2024,6.1,3541
Assam,Asansol,27.3366,92.4279,03-10-2024,32.8,4132
Uttar Pradesh,Muzaffarpur,27.4963,81.8113,16-11-2024,11.5,3667
Uttar Pradesh,Jaipur,25.7689,80.1814,21-07-2024,104.6,4745
Maharashtra,Agra,19.4142,75.6503,01-06-2024,97.0,4605
Karnataka,Alwar,14.4756,75.3801,23-06-2024,59.6,4097
Bihar,Bengaluru,25.2263,86.114,03-10-2024,27.5,4124
Odisha,Trichy,19.4118,86.0847,03-06-2024,32.7,4431
Gujarat,Jabalpur,22.1844,71.0725,01-06-2024,59.9,3584
Tamil Nadu,Patna,11.6301,78.1144,03-11-2024,0.0,3070
West Bengal,Jabalpur,22.892,87.9535,16-11-2024,29.1,3771
Karnataka,Ajmer,14.9902,76.1744,28-08-2024,130.3,3966
Karnataka,Kolkata,15.8951,74.3989,25-09-2024,38.7,3453
West Bengal,Bengaluru,22.6691,89.0348,26-07-2024,0.0,3530
West Bengal,Ajmer,23.6401,89.4467,13-11-2024,35.1,4245
Kerala,Howrah,10.2135,75.201,10-08-2024,60.7,4834
Tamil Nadu,Khammam,11.0143,79.7801,05-07-2024,0.0,3262
Maharashtra,Prayagraj,18.5932,76.1274,30-10-2024,33.4,3427
Tamil Nadu,Coimbatore,10.9206,79.8818,23-11-2024,30.6,3605
Maharashtra,Mysuru,21.0189,76.4377,14-06-2024,31.6,4012
Uttar Pradesh,Gwalior,25.3139,80.7256,29-09-2024,137.8,4844
Kerala,Indore,10.0763,75.4012,27-06-2024,24.8,4118
Maharashtra,Mangaluru,19.1712,77.0975,01-08-2024,52.9,3974
Karnataka,Bhopal,14.1249,75.1866,01-10-2024,7.0,3325
West Bengal,Mumbai,22.2231,88.4113,10-11-2024,36.4,4023
Karnataka,Muzaffarpur,16.2157,74.9682,15-06-2024,110.4,4508
Uttar Pradesh,Hubballi,28.0855,80.2955,31-10-2024,29.2,3990
Tamil Nadu,Khammam,11.6986,79.3544,07-08-2024,18.0,3153
Odisha,Varanasi,20.576,83.422,26-11-2024,0.0,3570
Maharashtra,Ajmer,20.1599,75.2027,28-08-2024,75.3,4880
Uttar Pradesh,Ajmer,25.9075,81.0302,21-06-2024,53.8,4204
Gujarat,Ujjain,22.0325,69.9325,31-08-2024,84.4,3845
Assam,Siliguri,24.7847,91.1212,03-11-2024,18.9,4129
Maharashtra,Trichy,20.9208,75.2707,25-06-2024,33.1,3734
Odisha,Durgapur,21.2741,83.7126,26-08-2024,125.3,4493
Maharashtra,Muzaffarpur,18.3018,74.3646,22-11-2024,4.7,3564
Bihar,Muzaffarpur,25.6889,84.8514,08-08-2024,63.9,4602
Gujarat,Warangal,21.7878,71.4878,22-09-2024,0.0,3489
Assam,Howrah,26.8436,90.5583,31-08-2024,75.5,4677
Maharashtra,Kanpur,21.0524,76.5224,18-09-2024,72.8,3653
West Bengal,Durgapur,23.4481,87.6408,18-09-2024,41.5,4357
Karnataka,Asansol,14.8167,76.1118,29-08-2024,92.6,4029
West Bengal,Salem,22.8424,87.1199,29-06-2024,121.4,4248
Bihar,Trichy,27.1542,85.7725,16-06-2024,48.0,4364
Odisha,Mysuru,21.1259,83.7588,12-08-2024,15.9,3641
Odisha,Belagavi,20.3466,85.0965,18-08-2024,3.4,3794
Uttar Pradesh,Coimbatore,27.4963,79.416,29-09-2024,29.5,3870
Odisha,Jabalpur,19.4271,83.6037,30-06-2024,51.4,4237
Gujarat,Muzaffarpur,22.7317,71.0598,11-08-2024,68.2,4140
Tamil Nadu,Howrah,11.0135,79.1526,05-06-2024,15.8,3126
Gujarat,Bengaluru,22.87,70.8931,14-11-2024,0.0,3507
Bihar,Nashik,26.2267,85.1825,01-11-2024,0.0,3837
West Bengal,Coimbatore,23.0578,89.7858,13-08-2024,55.5,4229
Gujarat,Khammam,21.3096,72.4464,16-11-2024,28.6,3631
Gujarat,Warangal,20.814,72.4929,26-10-2024,14.0,3397
Bihar,Udaipur,27.123,86.4458,07-09-2024,30.8,4181
Maharashtra,Kota,18.5067,76.6356,26-07-2024,2.2,3296
Uttar Pradesh,Karimnagar,25.911,80.1654,23-06-2024,12.3,4105
West Bengal,Alwar,21.5214,87.9743,07-10-2024,20.7,3691
Maharashtra,Trichy,20.1798,76.7146,19-10-2024,8.6,3448
Maharashtra,Pune,20.2425,74.8171,18-06-2024,18.0,3457
Assam,Prayagraj,25.3022,91.7421,27-10-2024,16.2,3958
Karnataka,Ajmer,14.2791,75.6913,21-09-2024,78.0,3636
Odisha,Kanpur,19.5425,84.8082,26-09-2024,83.0,5201
West Bengal,Howrah,21.2547,88.0215,15-09-2024,74.1,4332
West Bengal,Karimnagar,22.9045,87.1967,14-10-2024,27.5,3854
West Bengal,Bengaluru,22.1279,87.0446,23-07-2024,129.7,4455
Karnataka,Coimbatore,13.9242,75.9724,06-08-2024,30.9,3849
Maharashtra,Salem,18.3105,77.1438,01-07-2024,110.3,4814
Odisha,Muzaffarpur,20.0799,84.4506,20-07-2024,68.7,3977
Gujarat,Pune,22.85,72.3402,31-10-2024,0.0,3211
Odisha,Gwalior,20.4248,84.0531,05-06-2024,50.1,4287
Maharashtra,Khammam,20.557,77.0221,13-06-2024,11.3,3397
West Bengal,Kanpur,22.1947,89.3094,09-11-2024,28.2,3732
Kerala,Madurai,9.7602,75.465,31-10-2024,21.7,3487
Tamil Nadu,Varanasi,10.2855,77.2817,16-08-2024,76.6,4382
Bihar,Jaipur,24.7979,85.5475,01-10-2024,35.7,4087
Karnataka,Salem,14.6091,75.9562,03-11-2024,4.3,3558
Tamil Nadu,Indore,12.1655,78.0181,24-06-2024,53.7,4085
Gujarat,Jaipur,21.5343,72.4482,06-06-2024,108.0,4721
Tamil Nadu,Nashik,11.8642,77.7442,19-08-2024,91.5,3741
Kerala,Durgapur,11.3499,77.3117,28-07-2024,14.7,3572
West Bengal,Warangal,24.0586,89.4919,06-08-2024,66.5,4125
Uttar Pradesh,Nizamabad,25.325,80.9458,04-07-2024,21.4,3907
Gujarat,Madurai,22.2023,70.4455,01-07-2024,63.2,4129
Tamil Nadu,Ujjain,12.1431,77.4258,21-10-2024,0.0,3241
Tamil Nadu,Alwar,10.1057,78.5327,14-09-2024,61.8,3720
Maharashtra,Nashik,18.3831,75.4703,07-07-2024,47.1,4142
Assam,Nashik,25.8163,90.5357,14-08-2024,61.5,5124
Maharashtra,Pune,18.3244,75.9362,22-07-2024,112.8,5217
Bihar,Hyderabad,27.1372,85.6242,30-06-2024,8.6,3826
Uttar Pradesh,Bhagalpur,27.449,79.4695,25-11-2024,0.0,3630
Uttar Pradesh,Ujjain,25.8968,80.6795,18-10-2024,25.1,3766
West Bengal,Ujjain,21.2816,88.6439,11-10-2024,35.8,4020
Gujarat,Pune,22.5881,71.119,15-09-2024,0.0,3465
Bihar,Trichy,25.9121,86.7472,25-07-2024,63.7,4785
Maharashtra,Warangal,20.3337,77.1798,15-08-2024,0.0,3380
Tamil Nadu,Asansol,12.5426,79.0928,22-07-2024,8.3,3122
Odisha,Kota,21.2916,83.6584,14-11-2024,15.7,3916
Bihar,Darbhanga,24.628,86.1951,09-07-2024,143.1,4981
Kerala,Khammam,10.0906,75.2171,26-08-2024,133.0,5291
Bihar,Nizamabad,24.9679,85.2186,18-06-2024,32.3,4366
Assam,Kanpur,27.0533,93.0987,07-07-2024,57.8,4293
Tamil Nadu,Coimbatore,11.8186,80.009,27-09-2024,102.1,4591
Bihar,Siliguri,26.0161,85.8962,04-09-2024,105.3,4737
Uttar Pradesh,Durgapur,26.2829,80.3767,21-07-2024,39.2,4213
Odisha,Khammam,19.6486,83.937,29-10-2024,12.8,3729
Bihar,Lucknow,26.3987,84.7245,14-09-2024,81.8,5114
West Bengal,Gaya,21.5114,87.4852,24-06-2024,94.1,4274
Assam,Mysuru,25.7302,90.4811,10-11-2024,6.2,3900
West Bengal,Bhagalpur,23.6616,89.001,05-11-2024,0.0,3612
Bihar,Jabalpur,25.1774,86.7202,05-07-2024,30.5,4354
Uttar Pradesh,Khammam,25.8467,79.4519,07-06-2024,0.0,3519
Maharashtra,Mumbai,20.8508,76.0068,16-07-2024,60.8,3850
Gujarat,Jaipur,22.5896,72.396,02-09-2024,59.9,4173
Tamil Nadu,Siliguri,10.593,77.7967,21-10-2024,0.0,3124
Odisha,Madurai,20.762,84.8137,05-11-2024,7.4,3697
Tamil Nadu,Gaya,10.991,78.1032,28-11-2024,20.4,3536
Uttar Pradesh,Hubballi,26.02,81.5636,07-08-2024,107.8,4806
Uttar Pradesh,Trichy,26.3515,81.4294,25-06-2024,33.4,4407
Karnataka,Bhagalpur,16.1762,76.863,06-08-2024,68.6,4272
Assam,Kolkata,27.6341,92.4598,03-06-2024,16.2,4186
Uttar Pradesh,Nashik,26.0401,82.0665,03-11-2024,36.1,4506
Tamil Nadu,Bhagalpur,10.6942,77.9865,14-11-2024,0.0,3249
Tamil Nadu,Varanasi,10.4671,79.8847,21-08-2024,40.4,3751
Odisha,Bengaluru,20.8677,84.7139,05-09-2024,143.9,5353
Maharashtra,Bhopal,19.5505,76.8515,11-06-2024,32.1,3808
Assam,Lucknow,25.1486,92.2897,16-08-2024,115.0,5714
Tamil Nadu,Aurangabad,12.4952,79.9119,04-06-2024,48.2,3575
Karnataka,Hyderabad,16.7564,76.5206,08-11-2024,25.9,3940
Odisha,Hubballi,21.0837,85.7581,02-11-2024,16.8,3626
Gujarat,Bhagalpur,22.1809,70.6896,21-10-2024,0.0,3413
Tamil Nadu,Ajmer,10.5198,79.3169,30-06-2024,138.5,4668
Bihar,Bengaluru,25.0092,84.8981,11-07-2024,83.6,5377
Bihar,Patna,25.1825,84.2137,28-10-2024,0.0,3901
Tamil Nadu,Howrah,9.983,79.27,19-11-2024,0.0,3491
Tamil Nadu,Salem,12.3157,79.5158,16-06-2024,45.8,3491
Uttar Pradesh,Mumbai,27.2197,81.3801,21-10-2024,0.0,3815
Odisha,Nashik,19.9616,84.3703,29-10-2024,30.2,3798
West Bengal,Nizamabad,22.221,89.7881,27-07-2024,61.5,4360
Maharashtra,Mysuru,20.8316,75.8712,09-10-2024,0.0,3473
Tamil Nadu,Warangal,12.3426,79.9211,06-11-2024,0.0,3204
Maharashtra,Aurangabad,18.6748,76.0582,15-10-2024,0.0,3405
Maharashtra,Udaipur,18.9215,74.4034,27-07-2024,0.0,3516
Odisha,Udaipur,20.0452,85.536,25-07-2024,56.7,3772
Bihar,Asansol,26.6747,84.983,25-11-2024,2.8,3671
West Bengal,Asansol,21.4821,88.5417,20-06-2024,52.7,4609
Karnataka,Kolkata,14.0451,75.0431,27-08-2024,108.0,3939
West Bengal,Trichy,21.2997,89.0568,16-08-2024,4.7,3754
Gujarat,Mumbai,23.7381,70.33,01-08-2024,64.6,4036
Uttar Pradesh,Alwar,28.2791,80.4131,12-09-2024,0.0,3615
Assam,Howrah,25.9164,92.8189,24-08-2024,100.5,5024
Karnataka,Ajmer,14.0043,74.2378,17-11-2024,4.1,3163
Gujarat,Nagpur,23.1135,69.9127,10-10-2024,0.0,3579
Assam,Ajmer,25.7402,92.1417,04-08-2024,14.5,4371
Kerala,Pune,11.4148,77.0861,23-09-2024,71.3,4514
Maharashtra,Hubballi,20.2664,76.5476,17-10-2024,16.9,3329
Uttar Pradesh,Bhagalpur,27.4206,81.457,02-11-2024,17.2,3764
Bihar,Pune,25.5261,86.0038,19-07-2024,103.3,4904
Tamil Nadu,Prayagraj,11.4919,78.3603,12-11-2024,0.0,3627
Maharashtra,Warangal,20.4478,75.1806,26-10-2024,16.0,3880
Maharashtra,Khammam,19.2681,76.826,19-08-2024,61.8,3733
Assam,Siliguri,25.3587,90.8115,14-11-2024,0.0,4133
West Bengal,Agra,21.1344,87.7585,13-07-2024,71.9,4074
Uttar Pradesh,Jabalpur,26.1622,79.8631,29-06-2024,100.8,5104
Tamil Nadu,Jabalpur,10.928,77.3748,11-10-2024,9.2,3669
Karnataka,Howrah,15.1193,76.6473,07-11-2024,40.8,3578
Tamil Nadu,Siliguri,9.6899,79.3592,09-07-2024,29.4,3571
Maharashtra,Howrah,20.0474,76.6893,03-06-2024,77.9,4508
Odisha,Mysuru,20.8304,84.4948,04-06-2024,119.0,5207
Gujarat,Kanpur,22.7945,71.5895,22-09-2024,68.4,4465
Maharashtra,Darbhanga,20.1051,75.7546,12-07-2024,0.4,3417
Tamil Nadu,Coimbatore,11.3086,80.0625,18-06-2024,45.5,3379
Uttar Pradesh,Aurangabad,27.0118,79.8311,01-07-2024,74.0,4820
Kerala,Lucknow,8.9729,75.1313,14-07-2024,81.3,4003
Karnataka,Indore,14.1881,75.4461,08-10-2024,25.4,3561
Odisha,Udaipur,21.8957,85.1508,18-08-2024,0.0,3468
Tamil Nadu,Coimbatore,12.1993,79.8819,06-06-2024,59.3,3995
Bihar,Agra,25.169,85.2296,04-10-2024,0.0,4013
Maharashtra,Udaipur,19.3353,75.6087,16-09-2024,44.0,3468
Karnataka,Khammam,14.5158,76.1884,20-11-2024,0.0,3383
Kerala,Patna,11.1208,76.4042,11-10-2024,34.6,4461
West Bengal,Bhopal,22.0929,88.5663,18-08-2024,69.7,4238
Odisha,Bengaluru,22.2094,86.0983,18-09-2024,78.3,4512
Odisha,Nashik,21.3826,85.3655,22-11-2024,23.8,3821
Karnataka,Agra,15.2827,75.0265,06-09-2024,10.1,3343
Uttar Pradesh,Jaipur,26.2176,81.9676,07-11-2024,1.5,4055
Karnataka,Udaipur,14.8858,77.0698,16-11-2024,0.0,3390
Gujarat,Patna,20.9954,69.8943,24-10-2024,0.0,3302
Uttar Pradesh,Gwalior,26.8559,79.602,06-07-2024,31.3,3826
Bihar,Bhagalpur,26.8262,83.8668,02-09-2024,22.9,4300
Odisha,Trichy,21.4157,84.7839,05-09-2024,69.7,4346
Gujarat,Nagpur,21.701,72.6897,19-11-2024,9.7,3654
Gujarat,Jaipur,21.4776,71.6504,22-07-2024,75.1,4469
Uttar Pradesh,Aurangabad,27.7992,79.4189,09-11-2024,0.0,3726
Tamil Nadu,Varanasi,11.6159,77.6243,09-10-2024,36.6,3422
Uttar Pradesh,Bhagalpur,25.5407,81.5048,15-07-2024,103.9,4714
West Bengal,Mysuru,23.862,88.2576,14-11-2024,25.9,3681
Maharashtra,Mangaluru,19.832,76.3578,02-07-2024,85.5,4240
Uttar Pradesh,Alwar,26.9992,79.4417,09-10-2024,10.6,4076
Bihar,Salem,25.3059,85.3489,10-07-2024,58.8,4116
Assam,Gaya,26.7713,93.0546,06-06-2024,101.5,4528
West Bengal,Belagavi,21.8217,88.0919,17-06-2024,111.0,4784
Gujarat,Belagavi,22.1199,72.005,23-10-2024,19.5,3609
Odisha,Aurangabad,21.0789,83.5978,06-10-2024,4.6,3905
Uttar Pradesh,Trichy,26.4309,81.2041,28-07-2024,57.8,4493
Karnataka,Durgapur,16.2734,76.8684,06-10-2024,32.6,3562
West Bengal,Kolkata,24.0487,89.3025,01-06-2024,42.8,4356
Odisha,Bhagalpur,21.8735,83.3862,04-11-2024,17.2,3658
Bihar,Howrah,26.0966,84.9882,04-06-2024,81.8,4220
Kerala,Belagavi,10.5538,75.7007,11-09-2024,103.9,4961
Assam,Karimnagar,26.6241,90.7544,19-10-2024,10.0,4226
Bihar,Udaipur,25.4504,86.5918,07-07-2024,97.2,4595
Maharashtra,Belagavi,18.6903,76.0978,16-08-2024,94.5,4452
Bihar,Chennai,24.468,85.0642,19-07-2024,54.4,3914
Karnataka,Hubballi,14.3722,75.7766,08-06-2024,50.8,3398
Tamil Nadu,Kolkata,10.2981,79.8954,16-07-2024,23.1,3503
Bihar,Salem,26.8286,86.628,03-10-2024,14.7,3891
Tamil Nadu,Muzaffarpur,11.5437,78.0635,21-08-2024,34.9,3923
Bihar,Howrah,25.3254,85.7597,04-08-2024,127.5,4663
Tamil Nadu,Karimnagar,10.996,78.8707,15-09-2024,32.1,3801
Tamil Nadu,Varanasi,11.4313,77.4855,13-09-2024,61.2,3528
Gujarat,Aurangabad,23.0871,72.6259,23-08-2024,131.0,4196
Odisha,Kanpur,21.1032,83.6861,14-11-2024,17.3,4107
Karnataka,Madurai,16.2889,76.163,09-08-2024,33.7,3823
Karnataka,Coimbatore,15.4422,76.1021,06-06-2024,173.9,4687
Uttar Pradesh,Karimnagar,25.4089,80.693,08-08-2024,89.8,4029
Karnataka,Darbhanga,14.8245,74.2463,22-08-2024,0.0,3209
Gujarat,Kolkata,23.5178,70.1209,17-08-2024,69.4,3823
Uttar Pradesh,Chennai,25.7695,81.3979,12-06-2024,113.0,4749
Bihar,Gaya,26.6125,83.8492,15-11-2024,28.6,4221
Uttar Pradesh,Trichy,27.9555,81.6036,28-08-2024,70.2,4982
Assam,Hubballi,26.6543,93.0231,02-10-2024,7.2,4025
Maharashtra,Coimbatore,21.1836,75.1709,01-10-2024,1.1,3538
Karnataka,Karimnagar,15.5136,76.4715,22-08-2024,104.4,4275
Tamil Nadu,Bengaluru,9.765,79.6713,26-10-2024,0.0,3053
Kerala,Ujjain,8.619,77.4979,10-10-2024,0.0,3622
Tamil Nadu,Chennai,11.262,79.4668,25-09-2024,145.3,4386
Maharashtra,Coimbatore,20.0075,76.0985,29-10-2024,0.0,3201
Assam,Bhopal,24.8886,92.0478,23-07-2024,22.6,4472
Uttar Pradesh,Ajmer,26.1479,80.5721,21-10-2024,0.0,3620
Bihar,Warangal,24.6009,86.3264,10-06-2024,70.3,4219
Uttar Pradesh,Bhagalpur,25.4273,81.5916,02-09-2024,87.8,4493
Uttar Pradesh,Nizamabad,25.6933,80.5122,13-08-2024,28.3,4123
Uttar Pradesh,Varanasi,26.7423,81.6986,22-09-2024,9.1,4060
Karnataka,Nizamabad,15.7534,75.5414,10-07-2024,166.9,4537
West Bengal,Pune,23.6058,87.3021,01-07-2024,13.5,3536
Uttar Pradesh,Darbhanga,27.0111,79.4831,14-06-2024,0.0,3541
Kerala,Warangal,9.066,76.5335,14-07-2024,93.1,4640
Gujarat,Bhagalpur,23.0193,69.8266,24-08-2024,60.6,3785
Maharashtra,Aurangabad,20.5163,75.0677,25-06-2024,33.4,3895
Kerala,Chennai,10.6676,76.5119,26-07-2024,9.0,3627
Tamil Nadu,Belagavi,10.868,79.5393,30-06-2024,79.0,4672
Tamil Nadu,Nagpur,12.5482,79.9694,10-10-2024,10.6,3309
Kerala,Nashik,10.6976,75.6922,27-06-2024,42.0,3889
West Bengal,Nizamabad,23.3257,89.7224,03-07-2024,127.2,5268
Uttar Pradesh,Gwalior,26.7944,81.5383,18-06-2024,70.3,4708
Odisha,Madurai,22.2822,83.6832,07-07-2024,37.1,4402
West Bengal,Gwalior,21.8767,88.2861,22-06-2024,58.0,4243
Uttar Pradesh,Mangaluru,28.2874,80.3969,16-11-2024,27.4,3772
Odisha,Bhagalpur,22.3602,84.3391,25-06-2024,88.9,5022
Karnataka,Kanpur,13.8739,74.3166,28-10-2024,36.8,3760
Karnataka,Khammam,16.2029,75.713,08-06-2024,0.0,3259
Kerala,Coimbatore,9.4305,77.0228,30-10-2024,1.2,3801
West Bengal,Prayagraj,21.3342,87.6047,30-08-2024,57.6,4322
Gujarat,Nagpur,23.6514,70.0769,12-07-2024,24.0,3522
Odisha,Mumbai,19.9881,84.7284,12-08-2024,30.9,4200
Tamil Nadu,Pune,10.4234,78.696,09-10-2024,33.0,3557
Tamil Nadu,Karimnagar,11.9611,79.9783,20-08-2024,46.0,3641
Karnataka,Mumbai,16.081,74.6878,14-07-2024,70.3,3836
Uttar Pradesh,Lucknow,26.1456,80.8445,04-07-2024,90.4,4764
Karnataka,Coimbatore,14.9415,76.8975,07-08-2024,46.6,3420
Uttar Pradesh,Mysuru,27.1851,82.1421,18-06-2024,62.5,4287
West Bengal,Kota,23.7458,87.4149,07-07-2024,38.1,4215
Uttar Pradesh,Alwar,27.3386,80.8734,01-06-2024,38.4,4406
Karnataka,Nagpur,15.7561,75.5708,10-08-2024,9.4,3745
Uttar Pradesh,Darbhanga,28.1572,82.3167,10-09-2024,46.5,4378
Tamil Nadu,Bengaluru,10.5343,79.5629,08-06-2024,27.4,3312
Odisha,Darbhanga,19.8407,85.6519,23-09-2024,7.5,3854
Kerala,Warangal,9.0734,77.294,11-10-2024,12.5,3672
Tamil Nadu,Gaya,10.1801,78.0556,05-08-2024,22.6,3199
Odisha,Muzaffarpur,21.0489,83.8319,11-06-2024,0.0,3713
Gujarat,Aurangabad,22.8801,71.3559,09-07-2024,15.0,3543
Maharashtra,Warangal,18.9921,75.7844,22-07-2024,47.2,4037
Karnataka,Kolkata,16.0507,76.6432,28-06-2024,50.4,4079
Gujarat,Lucknow,23.5918,70.9463,13-09-2024,21.7,3679
